StockName,StockCode,TypeBiz,MainProduct,OriginDate
쎌마테라퓨틱스,15540,기타 사업지원 서비스업,상품권유통,1989-09-02
KG케미칼,1390,기초 화학물질 제조업,"콘크리트혼화제, 비료, 친환경농자재, 수처리제",1989-08-25
대우부품,9320,자동차 신품 부품 제조업,"전해콘덴서,복합부품,전자튜너 제조",1989-08-25
현대해상,1450,보험업,손해보험(자동차보험),1989-08-25
현대그린푸드,5440,종합 소매업,"백화점,여행알선,숙박,음식점/부동산 임대",1989-08-22
한국전력공사,15760,전기업,"전력자원개발,발전,송전,전력용기자재확보",1989-08-10
국도화학,7690,기초 화학물질 제조업,"에폭시수지,폴리아마이드수지,아염소산소다 제조,도소매",1989-08-05
녹십자,6280,의약품 제조업,"알부민외 제조,판매",1989-08-01
SIMPAC,9160,특수 목적용 기계 제조업,"프레스,자동화장치,자동차부품 제조,도매",1989-07-29
윌비스,8600,생활용품 도매업,"스웨터,니트,셔츠 도매,제조/컴퓨터주변기기 무역,오파,임대",1989-07-28
대창단조,15230,자동차 신품 부품 제조업,"자동차,중장비 부품(크랭크샤프트,트랙링크조립체,커넥팅로드,중장비롤러류),기어,동력전달장치,단조가공품,단조품 제조",1989-07-25
사조산업,7160,어로 어업,"원양어업(참치,명태,오징어),육가공,참치통조림,장류 제조/냉동냉장 창고운영/부동산 임대/컴퓨터,소프트웨어 개발,도매/팝콘,구운김 도매",1989-07-25
한익스프레스,14130,도로 화물 운송업,"특수화물 운송(유류,화학류,벌크제품 등),냉동차,탱크로리운송,복합운송 주선,임대,택배/특장차,중기 제조,판매",1989-07-25
사조동아원,8040,"곡물가공품, 전분 및 전분제품 제조업","제분, 배합사료 제조",1989-06-24
경인전자,9140,전자부품 제조업,"스위치,리모콘,배선기구,섬머스타트,게임기,전자부품 제조,판매",1989-06-20
무림P&P,9580,"펄프, 종이 및 판지 제조업","표백화학펄프(B.K.P) 제조,목재가공,조림사업",1989-06-20
인디에프,14990,봉제의복 제조업,"여성의류,남성의류,캐쥬얼웨어 제조",1989-06-20
한솔피엔에스,10420,기타 전문 도매업,"정보시스템구축 및 유지보수, 포장재제조 및 가공, 지류가공 및 판매",1989-05-31
디와이,13570,기타 금융업,"자동차부품,유공압기기,소각로,자동세차기,하훼유통,발효기,모터 제조",1989-05-30
방림,3610,직물직조 및 직물제품 제조업,"P/C혼방직물,면방적,각종사류,직물류 제조,도소매",1989-05-30
큐로,15590,일반 목적용 기계 제조업,"열교환기,압력용기,저장탱크,산업용보일러 제조",1989-05-27
한솔케미칼,14680,기초 화학물질 제조업,"과산화수소,라텍스,요소수지,수소액화탄산,차아황산소다 제조,판매,디지털카메라용 인화필름 제조,수출",1989-05-20
퍼스텍,10820,무기 및 총포탄 제조업,"방위산업제품,프린터,불소화합물,자동차용 매트 제조/얼굴인식시스템 개발",1989-05-10
동원산업,6040,어로 어업,"원양어업,수산물가공(참치캔,맛김,어묵,맛살),도소매/음료사업(상쾌한아침)",1989-03-07
대덕,8060,전자부품 제조업,"산업용 인쇄회로기판,다층 인쇄회로기판,빌드업기판,반도체패키지기판,메모리모듈기판 제조",1989-01-26
한성기업,3680,수산물 가공 및 저장 처리업,"냉동식품,햄제품 제조,도매,보관/원양어업",1989-01-26
이스타코,15020,부동산 임대 및 공급업,부동산 분양/입시학원 운영,1988-12-23
태림포장,11280,"골판지, 종이 상자 및 종이용기 제조업","골판지,골판지상자,수출용박스 제조,도매/인쇄",1988-12-20
아세아제지,2310,"골판지, 종이 상자 및 종이용기 제조업","골판지원지,석고보드원지,크라프트원지,라이나원지,라이너지 제조,판매",1988-12-15
화천기계,10660,특수 목적용 기계 제조업,"선반,밀링,연삭기,CNC선반,CNC밀링,머시닝센타 제조,판매/자동차부품(실린더블럭) 제조",1988-12-12
CJ씨푸드,11150,기타 식품 제조업,"수산물(어묵,맛살)가공품 도매,원양수산업,수출입",1988-11-26
신화실업,1770,1차 철강 제조업,"석도강판,표면처리강판 제조,임가공,판매",1988-11-23
조일알미늄,18470,1차 비철금속 제조업,"알루미늄판 제조,도매",1988-11-22
에스엘,5850,자동차 신품 부품 제조업,"자동차부품(자동차램프류,샤시와조향기기,케스터홀더) 제조",1988-11-08
영원무역홀딩스,9970,기타 금융업,"스포츠의류(등산복,운동복,스키복) 도소매,수출,섬유봉제",1988-11-07
더존비즈온,12510,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",응용 소프트웨어 개발 및 공급업,1988-10-28
보령제약,3850,의약품 제조업,"의약품(제산제(겔포스),구심,용각산,고혈압치료제(카프릴),소염진통제(멘소레담),항생제(듀리세프),혈전치료제(아스트릭스)) 제조",1988-10-24
폴루스바이오팜,7630,상품 중개업,"정밀전자계측기,이동통신장비,무선호출기,파형관측기,인공위성수신기 제조",1988-10-24
이건산업,8250,나무제품 제조업,"컨테이너용합판,목재 파렛트,프레스우드 파렛트,가공목재,제재목 제조/부동산 임대",1988-10-21
모나리자,12690,기타 종이 및 판지 제품 제조업,"화장지,미용티슈 제조,도매",1988-10-14
대구백화점,6370,종합 소매업,"백화점운영,임대사업(백화점 코너)",1988-10-10
우성사료,6980,"곡물가공품, 전분 및 전분제품 제조업","배합사료,Suit-feed(맞춤 TMR(육성우,건유우,착유우) 사료),농후사료,곡류(강피류 등 부산물) 제조,판매/부동산 임대,무역",1988-10-10
유성기업,2920,자동차 신품 부품 제조업,"철도차량부품(피스턴링,실린더라이너,발브가이드,타펫트),자동차부품,주강,주물 제조,판매",1988-10-10
한일철강,2220,1차 철강 제조업,"강관류,철판류,금속관류,건축자재,자동차부품 제조,도매",1988-10-07
삼익악기,2450,악기 제조업,"피아노,기타,현악기,전자악기,동 부분품 제조,임대,도매",1988-09-30
화성산업,2460,건물 건설업,아파트 건설,1988-09-29
디티알오토모티브,7340,일차전지 및 축전지 제조업,자동차용 밧데리,1988-09-24
보해양조,890,알코올음료 제조업,"주류(소주,매취,실비우스,위스키) 제조,음료 도매",1988-09-23
상상인증권,1290,금융 지원 서비스업,유가증권 매매,1988-09-23
혜인,3010,기계장비 및 관련 물품 도매업,"건설기계,산업용 기계장비(진공흡인차,세정차),스테거크레인,비상용발전기,해상용엔진 도소매/창고",1988-09-20
금강공업,14280,1차 철강 제조업,"건설가설재,강관,거푸집 제조,판매",1988-09-10
엔케이물산,9810,기타 전문 도매업,유연성 산업용 포장재(FIBC) 제조 판매,1988-08-31
율촌화학,8730,플라스틱제품 제조업,"연포장재,필름,골판지상자,합성수지,플라스틱일반성형제품 제조",1988-08-30
신원,9270,봉제의복 제조업,"여성,남성의류,스웨터,의복관련 악세사리,사카린,망초 제조,판매,수출입/섬유의류 도매/신용카드업/의류전문 물류대행 및 임대사업",1988-08-24
동방,4140,기타 운송관련 서비스업,"육상운송,해상운송,항만화물하역,보관,창고,물류사업",1988-08-10
한국쉘석유,2960,석유 정제품 제조업,"윤활유,그리스 제조,도매",1988-08-10
부광약품,3000,의약품 제조업,"의약품,치약,의약부외품(부광탁스,레가론,부광안티프라그) 제조",1988-08-05
풍산홀딩스,5810,기타 금융업,"동판제,대,관,봉,선,소전,동파이프 제조,도매,무역",1988-07-28
부국증권,1270,금융 지원 서비스업,"유가증권 매매,위탁매매,인수,주선",1988-07-19
계양전기,12200,일반 목적용 기계 제조업,"전동공구(그라인더,드릴,커팅머신 등), 엔진, 자동차용 모터 제조",1988-07-06
한솔테크닉스,4710,전자부품 제조업,"백라이트유닛,인버터,폴리바리콘,모니터,통신장비 제조",1988-07-06
동성화학,5190,기초 화학물질 제조업,"화합물,화학제품(폴리우레탄수지,접착제,표면처리제,특수도료,폴리올) 제조",1988-07-01
DB금융투자,16610,금융 지원 서비스업,"유가증권,위탁매매,인수,자기매매",1988-06-27
한미사이언스,8930,기타 금융업,"항생제(세포탁심,세포트리악손),유산균정장제(메디락비타,메디락베베),위장관운동조절개선제(설프라이드),고혈압치료제(유니바스크),원료의약품,식품 제조,판매",1988-06-20
삼진제약,5500,의약품 제조업,"의약품(게보린,세트라졸,염산나록손) 제조,판매,수출입,약초재배",1988-06-18
포스코,5490,1차 철강 제조업,"열연코일,냉연강판,후판,선재,스테인리스 제조",1988-06-10
범양건영,2410,건물 건설업,"토목공사,주택건설,건축공사,난방공사,전기공사,포장공사",1988-05-25
파미셀,5690,기초 의약물질 및 생물학적 제제 제조업,"줄기세포치료제,화장품",1988-05-20
동국제강,1230,1차 철강 제조업,"후판,철근,강판,형강,앵글,찬넬,평철 제조,판매",1988-05-09
대원전선,6340,절연선 및 케이블 제조업,"전선,통신케이블,무선통신장비,합성수지 제조,도매/부동산 매매,임대",1988-05-04
이수화학,5950,기초 화학물질 제조업,"등유,알킬벤젠,윤활유,노말파라핀 제조,도매",1988-04-28
삼성증권,16360,금융 지원 서비스업,"유가증권의 매매,위탁매매,인수주선",1988-03-28
삼영무역,2810,기타 전문 도매업,"화공약품, 안경렌즈",1988-03-28
한양증권,1750,금융 지원 서비스업,증권업,1988-03-04
금호석유화학,11780,기초 화학물질 제조업,"합성고무 SBR(스티렌부타디엔러버),BR(폴리부타디엔러버),합성수지,BD,라텍스 제조,도소매",1988-01-22
유안타증권,3470,금융 지원 서비스업,"유가증권 매매,중개,대리,인수",1988-01-21
제일파마홀딩스,2620,회사 본부 및 경영 컨설팅 서비스업,"의약품(타리비드,제일파프,노엘,푸라솔) 제조,도매",1988-01-20
에이엔피,15260,전자부품 제조업,"전자부품(인쇄회로기판),무정전 전원공급장치 제조",1988-01-18
한창제지,9460,"펄프, 종이 및 판지 제조업","마닐라판지,고급백판지(ALL PULP) 제조,판매,수출입",1987-12-23
넥센,5720,고무제품 제조업,"자동차용 재생타이어튜브,솔리드타이어,고무부품,골프볼,와이어로프소재,특수강선,열처리도금선,건자재 제조,판매,수출입",1987-12-19
삼성공조,6660,자동차 신품 부품 제조업,"자동차부품(라디에터,오일쿨러,인터쿨러) 제조,판매",1987-11-28
세방전지,4490,일차전지 및 축전지 제조업,"자동차용 및 산업용 축전지(연축전지) 제조,판매",1987-11-28
진원생명과학,11000,의약품 제조업,"의류용심지(인터론),가공직물(패브론) 제조,도소매",1987-11-16
참엔지니어링,9310,특수 목적용 기계 제조업,FPD Laser Repair 장비 등 (FPD 장비의 개발과 제조 및 판매),1987-11-12
한국프랜지공업,10100,자동차 신품 부품 제조업,"자동차부품(제동,구동장치),프랜지(관이음쇠),철구조물,산업기계 제조",1987-10-02
코스모신소재,5070,기타 화학제품 제조업,"이차전지양극활물질,기능성필름",1987-09-28
덕성,4830,플라스틱제품 제조업,"플라스틱레쟈,합성수지,합성피혁 제조,도매",1987-09-25
신영증권,1720,금융 지원 서비스업,증권업,1987-08-24
유진증권,1200,금융 지원 서비스업,"유가증권 매매,중개,인수",1987-08-24
유화증권,3460,금융 지원 서비스업,증권업,1987-08-24
한신기계공업,11700,일반 목적용 기계 제조업,"공기압축기,공구류 제조,판매/오파",1987-07-24
코스모화학,5420,기타 화학제품 제조업,"이산화티타늄 및 부산물, 황산코발트 및 부산물",1987-07-23
가온전선,500,절연선 및 케이블 제조업,"전력선,통신케이블 제조,도매,수출입",1987-06-08
S-Oil,10950,석유 정제품 제조업,"석유제품,가스,윤활기유,윤활유,그리스,석유화학제품 제조,도매",1987-05-27
한화에어로스페이스,12450,"항공기,우주선 및 부품 제조업","항공기엔진,특수방산장비 제조/정비사업",1987-05-27
삼화전자공업,11230,영상 및 음향기기 제조업,"전자부품(페라이트 코어,SMPS,편향요크(DY),고압변성기(FBT)용코어) 제조,판매",1987-05-25
현대제철,4020,1차 철강 제조업,"H형강,제철,제강,철근,압연,스테인레스,주강,시트파일 제조,수출입,중기부품(탱크바퀴)제조,판매",1987-05-23
써니전자,4770,반도체 제조업,"수정진동자,수정발진기,초음파지연선,MCF,축수나사 제조,도매,수출입",1987-04-22
현대비앤지스틸,4560,1차 철강 제조업,"스텐레스냉연강판,특수강 제조",1987-03-24
사조오양,6090,수산물 가공 및 저장 처리업,"원양어업/수산물가공(게맛살) 제조,수출입/냉동 및 냉장보관/부동산 임대",1986-12-24
한화투자증권,3530,금융 지원 서비스업,"유가증권 위탁매매,자기매매,인수주선",1986-11-25
삼화전기,9470,전자부품 제조업,"콘덴서 제조,판매",1986-11-24
SK증권,1510,금융 지원 서비스업,"증권업,부동산 임대",1986-09-20
평화홀딩스,10770,자동차 신품 부품 제조업,지주회사,1986-03-31
일신석재,7110,"건축자재, 철물 및 난방장치 도매업","건축석 제조,도소매/석공예,석공사",1986-03-04
KG동부제철,16380,1차 철강 제조업,"철강재(냉연강판,아연도강판,칼라강판,석도강판,선재류,강관,형강,봉강),비철금속 제조,도매",1986-02-03
아이에스동서,10780,"내화, 비내화 요업제품 제조업","타일,위생도기,콘크리트파일,P.C관,침목 제조,도매",1986-01-27
SH에너지화학,2360,기초 화학물질 제조업,"합성수지(PS/EPS,ABS수지) 제조",1985-12-23
대한화섬,3830,화학섬유 제조업,"화학섬유원사(FY,PTY,S.FIBER)제조",1985-12-23
코리아써키트,7810,전자부품 제조업,"인쇄회로기판,Module 제조/부동산(건물) 임대",1985-09-09
신세계,4170,종합 소매업,"백화점,할인점(E마트)",1985-08-19
OCI,10060,기초 화학물질 제조업,"타르제품,카본블랙,무수프탈산,농약원제,석탄화학제품,정밀화학제품,플라스틱창호재 제조,판매",1985-07-09
삼일제약,520,의약품 제조업,"양약(부루펜,액티피드,포리부틴) 제조,도매",1985-05-29
인스코비,6490,전기 통신업,"시계,스마트그리드,도소매,소프트웨어개발",1985-01-17
일성신약,3120,의약품 제조업,"의약품(항생제,화학료법제,항바이러스,근이완제,영양액륜) 제조,판매",1985-01-14
현대건설,720,토목 건설업,"공사수입,주택분양,건설산업부문 설계,감리 등 엔지니어링서비스",1984-12-22
TCC스틸,2710,1차 철강 제조업,"석도강판,표면처리강판 제조,판매",1984-12-21
에이프로젠제약,3060,의약품 제조업,"의약품(항생제,영양수액제,드링크제,철결핍성빈혈예방치료제,경옥동충하초) 제조,판매",1984-10-19
F&F,7700,봉제의복 제조업,"스포츠웨어(골프웨어) 제조/도서출판(단행본,유아/아동전집류(아인슈타인시리즈),잡지)/이천고속도로휴게소/문구사무용품,수입의류 판매,소매",1984-10-04
아남전자,8700,영상 및 음향기기 제조업,"칼라TV,오디오,비디오 제조,도매",1984-08-11
현대미포조선,10620,선박 및 보트 건조업,"선박수리,선박개조,선박신조",1983-12-20
GS건설,6360,건물 건설업,"토목공사,건축공사,주택공사,산업플랜트공사,리모델링공사,시설물유지관리공사/산업설비설계,감리 용역,수출입/에너지관리 진단,연구개발",1981-08-03
삼아알미늄,6110,1차 비철금속 제조업,"알루미늄박지,은박지,은박가공품,알페이스트 제조,도매,수출",1980-12-05
한국전자홀딩스,6200,기타 금융업,"시장조사,경영컨설팅",1979-11-30
삼성SDI,6400,일차전지 및 축전지 제조업,"칼라브라운관,PDP,평판표시관,모니터,휴대용 디스플레이,폴리머전지(2차전지),초박형브라운관,전계발광소자 제조,판매",1979-02-27
삼성전기,9150,전자부품 제조업,"영상,음향,통신장비,모듈,다층인쇄회로기판,적층세라믹콘덴서,고주파필터,전압제어발진기,온도보상형수정발진기,칩인덕터,디지털위성방송수신기,광픽업,편향코일",1979-02-27
동부건설,5960,토목 건설업,"건축공사,토목공사,전기공사,기계설비공사/비금속,철구조물 제조,판매/여객,자동차 운송,항만하역",1978-10-30
케이씨티시,9070,도로 화물 운송업,"화물자동차운송,항만하역,창고보관,컨테이너조작,중량물해상운송",1978-09-29
코오롱글로벌,3070,토목 건설업,"토목공사,일반건설,주택건설,해외건설,소각로설비공사/환경플랜트,폐처리기 제조",1978-09-15
빙그레,5180,낙농제품 및 식용빙과류 제조업,"아이스크림,우유,스낵,유산균(욥닥터캡슐) 제조",1978-08-31
녹십자홀딩스,5250,회사 본부 및 경영 컨설팅 서비스업,"알부민,유로키나제,간염백신,유행성출혈열백신 제조",1978-08-28
조선내화,480,"내화, 비내화 요업제품 제조업","내화연와(정형,부정형,S/N,CCN),단열벽돌,스라이딩노즐,연주용 특수내화물 제조",1978-06-30
현대약품,4310,의약품 제조업,"타코실, 마이녹실, 테놀민, 미에로화이바 등",1978-06-28
남양유업,3920,낙농제품 및 식용빙과류 제조업,"시유,조제분유,발효유,이유밀,치즈,프렌치까페 제조,도매",1978-06-24
남선알미늄,8350,1차 비철금속 제조업,알미늄샷시 제조/환경사업,1978-05-22
한국화장품제조,3350,기타 화학제품 제조업,"화장품(OEM,ODM)",1978-02-06
대림건설,1880,건물 건설업,"도로건설공사,토목공사,건축공사,조경공사/부동산 임대,매매",1977-12-22
현대종합상사,11760,상품 종합 도매업,"자동차,철강,기계,선박,플랜트,컴퓨터,전자제품 수출,수출입대행/자원(탄광,유전) 개발",1977-12-01
LS,6260,기타 금융업,"전력용전선,일반전선,통신케이블,동선,알루미늄선,공조기,프라스틱사출성형기 제조,도매",1977-06-30
SK네트웍스,1740,기타 전문 도매업,"종합무역업(전자전기제품,섬유,에너지화학제품,철강금속제품),의류,수입산합판,MDF판매,정보통신사업,에너지유통사업",1977-06-30
경농,2100,"비료, 농약 및 살균, 살충제 제조업","완제농약(잡초약,살충제,살균제) 제조",1977-06-30
티웨이홀딩스,4870,"시멘트, 석회, 플라스터 및 그 제품 제조업","레미콘,콘크리트파일,완구 제조/미니어쳐테마파크 운영",1977-06-30
동방아그로,7590,"비료, 농약 및 살균, 살충제 제조업","농약(잡초발생전 토양처리형 밭잡초약,부메랑,주움,그라목손) 제조,도매",1977-06-29
송원산업,4430,기타 화학제품 제조업,"폴리머첨가제(PVC안정제,산화방지제),폴리우레탄수지,프라스틱첨가제 제조",1977-06-25
진흥기업,2780,토목 건설업,"아파트건설,토목공사,건축공사,국내도급공사",1977-06-25
한국석유공업,4090,기타 비금속 광물제품 제조업,"석유류제품(솔벤트,부로운아스팔트,방수시트몰터프라스,메타놀,빙초산) 제조,도소매/부동산 임대",1977-06-25
천일고속,650,육상 여객 운송업,"고속버스운수(경부선,44개 노선),도로여객운수업,운수창고업,유류판매,부동산 임대",1977-06-23
대원강업,430,자동차 신품 부품 제조업,"차량용스프링,기계부속,시트,타이어체인,합성수지제품,철도용스파이크 제조,도매",1977-06-22
만호제강,1080,1차 철강 제조업,"와이어로프,합성섬유로프,특수강선 제조,수출,임대",1977-06-18
조광피혁,4700,"가죽, 가방 및 유사제품 제조업","가죽(피혁원단,제화용원단,카시트용원단),가방,신발 제조,도매",1977-05-27
세방,4360,도로 화물 운송업,"도로운송,항만하역,창고,지게차 임대",1977-05-19
동양철관,8970,1차 철강 제조업,"수도용 도복장 강관,주물(강관말뚝),가스관 제조/아파트건설",1977-03-05
대유에이텍,2880,자동차 신품 부품 제조업,자동차부품(자동차용 시트)제조,1977-02-18
남광토건,1260,토목 건설업,"토목공사,건축공사,기전공사,측량설계시공,용역/철구조물 제조",1976-12-28
삼영전자공업,5680,전자부품 제조업,"전자부품(알루미늄 전해콘덴서),전기이중층콘덴서,센서 제조,도매",1976-12-28
신영와코루,5800,봉제의복 제조업,"여성용 내의류(화운데이션,란제리,블래지어),환자,노령자용 파자마,남성용 내의류 제조",1976-12-28
오리엔트바이오,2630,의약품 제조업,의약품 제조,1976-12-28
조비,1550,"비료, 농약 및 살균, 살충제 제조업","복합비료(연초용,수도용,시판용,특수작물용),양액재배용 비료,완효성 비료,부직포 제조,무역",1976-12-28
한국공항,5430,기타 운송관련 서비스업,"항공기 지상조업,항공화물 상하역,장비대여,항공용역사업,항공기급유,항공화물 취급,보관,부정기헬기운송,여행알선,광업,먹는샘물 제조,농축산업",1976-12-28
조광페인트,4910,기타 화학제품 제조업,"도료(우레탄,에나멜,락카,특수도료) 제조,도매",1976-12-27
삼천리,4690,연료용 가스 제조 및 배관공급업,도시가스 공급/부동산 임대,1976-12-23
성보화학,3080,"비료, 농약 및 살균, 살충제 제조업","완제농약(해비치과립,카스텔란),원제농약(슈퍼유나니,다이아톤) 제조,도매",1976-12-23
조흥,2600,기타 식품 제조업,"휘핑크림,인스턴트이스트,프루츠칵테일,크림치즈,견과류,건조과일 제조,판매/주택 신축,판매",1976-12-23
금양,1570,기초 화학물질 제조업,"발포제,사카린,OPTSA,베나졸,TCA 제조",1976-12-17
사조대림,3960,수산물 가공 및 저장 처리업,"게맛살,어육연제품,식용류,배합사료 제조",1976-09-16
비비안,2070,봉제의복 제조업,"여성내의류(스타킹,화운데이숀,란제리),카바링사 제조,수출입/부동산 매매,임대",1976-07-13
S&T중공업,3570,자동차 신품 부품 제조업,"자동차부품(동력전달장치 등),공작기계(CNC선반 등),사출성형기 제조",1976-07-08
한신공영,4960,건물 건설업,"토목공사,건축공사,주택건설,유통업(백화점),문화교실,주차장",1976-07-07
농심,4370,기타 식품 제조업,"라면,스낵,유지 제조,도매,수출입",1976-06-30
삼영화학공업,3720,플라스틱제품 제조업,"합성수지(BOPP,캐파시타),PPC,랩,종이상자(카톤팩) 제조",1976-06-30
성신양회,4980,"시멘트, 석회, 플라스터 및 그 제품 제조업","시멘트,레미콘 제조",1976-06-30
신라교역,4970,어로 어업,"원양어업(참치,명태,휠레트,연육,명란,새우),어획물 판매/직물 수출",1976-06-30
신풍제지,2870,"펄프, 종이 및 판지 제조업","마닐라판지 제조,도소매",1976-06-30
종근당홀딩스,1630,의약품 제조업,"의약품(항생제,위궤양치료제,장기이식면역억제제,고지혈증치료제(로바이드)) 제조,도매",1976-06-30
크라운해태홀딩스,5740,기타 금융업,"비스켓,쵸코렛,사탕,웨이퍼 제조,도매",1976-06-30
한독,2390,의약품 제조업,"의약품(소화제,크라포란,라식스)제조,도매,부동산 임대",1976-06-30
SG충방,1380,자동차 신품 부품 제조업,"자동차시트커버(Seat Trim Cover), 면사, 면ㆍ혼방사 등의 제조 및 판매",1976-06-29
SK디스커버리,6120,기타 금융업,"화섬사(폴리에스테르원사(폴리에스터F,폴리에스터SF),폴리에스터직물,아세테이트),석유화학부문(TPA,DMT),섬유원료,직물,BOTTLE용CHIP,접착제,폴리우레탄 제조,",1976-06-29
샘표,7540,기타 금융업,"간장,된장,고추장 제조,가공,판매,무역",1976-06-29
흥아해운,3280,해상 운송업,외항화물운송업(케미컬탱커),1976-06-29
GS글로벌,1250,상품 종합 도매업,"수출입업(시멘트,철강금속,전기전자,섬유,기계화학),상품중개,광업,채석업/하수처리 서비스/부동산 임대",1976-06-26
금호산업,2990,건물 건설업,"종합건설/여객운송,관광/부동산 임대,분양",1976-06-26
삼부토건,1470,토목 건설업,"토목공사,건축공사,포장공사,건설업,분양사업/건설자재 제조",1976-06-26
삼화콘덴서공업,1820,전자부품 제조업,콘덴서(축전기) 제조,1976-06-26
페이퍼코리아,1020,"펄프, 종이 및 판지 제조업","제지(신문용지,중질지),합판 제조,건설,석유류 판매",1976-06-26
동양,1520,"시멘트, 석회, 플라스터 및 그 제품 제조업",레미콘/건설공사/산업용 송풍기,1976-06-25
한화,880,기타 화학제품 제조업,"화약,화공품,자동선반류,공작기계 제조,전자교환기,건설,정보통신,종합무역/임직원 및 개인대상 교육,세미나 및 워크샵 중계,동영상광고",1976-06-24
JW중외제약,1060,의약품 제조업,"수액제,소화기궤양치료제,항생제,항암제 제조,도매",1976-06-14
영풍,670,1차 비철금속 제조업,"제1차 금속산업(아연괴,황산,카드뮴괴),건전지 제조,무역",1976-06-12
백광산업,1340,기초 화학물질 제조업,"가성소다,합성염산 제조,판매",1976-06-10
성창기업지주,180,회사 본부 및 경영 컨설팅 서비스업,"합판, 마루, 파티클보드, 우드칩, 포르말린 등 제조",1976-06-02
한창,5110,기계장비 및 관련 물품 도매업,"소화기, 통신장비 유통",1976-06-01
삼화왕관,4450,기타 금속 가공제품 제조업,"납세용 일반병마개,알루미늄캡,플라스틱캡 제조,판매,금속인쇄,수출",1976-05-28
KR모터스,40,그외 기타 운송장비 제조업,"이륜차(오토바이) 제조,도매",1976-05-25
고려제강,2240,1차 철강 제조업,"PC강선,선재 2차제품,와이어로프,비드와이어,SC(Surpass Coat) Stand,각종선재 제조,도매",1976-05-25
태양금속공업,4100,자동차 신품 부품 제조업,"자동차용 강력볼트,너트,전기전자제품용 나사,자전거부품,전해동박,도금도장설비 제조",1976-05-25
선창산업,2820,나무제품 제조업,"합판,가정용가구(선우드),MDF,제재목,하드보드 제조/부동산 임대",1976-05-22
DRB동일,4840,기타 금융업,"고무벨트(V벨트,콘베이어벨트,평벨트),프라스틱제품 제조,판매",1976-05-21
넥센타이어,2350,고무제품 제조업,"타이어,후랩,고무제타이어(승용자동차용,래디알구조) 제조",1976-05-19
SG세계물산,4060,상품 종합 도매업,"피복류,봉제품,P.E제품 수출입,도매,제조/조경사업",1976-04-19
롯데정밀화학,4000,기초 화학물질 제조업,"염소·셀룰로스계열, 암모니아 계열, 전자재료 등 화학제품 제조",1976-04-15
동화약품,20,의약품 제조업,"의약품 제조,판매,수출입",1976-03-24
대림산업,210,토목 건설업,"산업플랜트공사,건축,토목,폴리에틸렌,폴리부텐,각종폴리머 제조,기술용역",1976-02-02
LG상사,1120,상품 중개업,"전자,기계,화공,유류.금속,의류 수출입,도소매",1976-01-30
국제약품,2720,의약품 제조업,"항생제,안약,제약 제조,도매",1975-12-27
태광산업,3240,화학섬유 제조업,"석유화학제품(PTA,AN),화섬사,직물 등",1975-12-27
부산주공,5030,자동차 신품 부품 제조업,"자동차부품(엔진부품,조향장치부품,브레이장치부품,오토미셧부품) 제조,도매/부동산 임대",1975-12-26
한일현대시멘트,6390,"시멘트, 석회, 플라스터 및 그 제품 제조업","시멘트,시멘트반제품 제조,판매/콘도미니엄,스키장,종합레저관광산업,체육진흥사업,사업서비스",1975-12-26
CS홀딩스,590,기타 금융업,"브랜드 수익, 자회사 배당",1975-12-22
신성통상,5390,기타 전문 도매업,"의류,악세사리(모자,벨트,가방) 도매/의류 제조",1975-12-22
DB하이텍,990,반도체 제조업,반도체 제조,1975-12-12
대림통상,6570,기타 금속 가공제품 제조업,"수전금구,비데,위생도기,샤워부스,타일,양식기,무역",1975-11-20
유유제약,220,의약품 제조업,"의약품 제조,판매",1975-11-18
강남제비스코,860,기타 화학제품 제조업,"도료(페인트,락카,신나,에나멜,바니쉬),안료 제조,판매",1975-11-12
대신증권,3540,금융 지원 서비스업,"유가증권 위탁매매,인수주선,자기매매 기타 금융서비스",1975-10-01
NH투자증권,5940,금융 지원 서비스업,"증권업,종합금융",1975-09-30
미래에셋대우,6800,금융 지원 서비스업,"유가증권매매,유가증권위탁매매,유가증권인수",1975-09-30
신일전자,2700,기계장비 및 관련 물품 도매업,"가정용 전기기구(선풍기,난로,세탁기),전자기구,연구기구 제조,수출입",1975-09-30
삼성제약,1360,의약품 제조업,"의약품(까스명수,쓸기담,에프킬라에어졸,액체우황청심원) 제조,도매",1975-07-04
삼성화재해상보험,810,보험업,"손해보험의 원수,재보험,운용자산의 투자활동",1975-06-30
삼양식품,3230,기타 식품 제조업,"라면,스낵,유제품,장유,식용유,사료,향신료,건강음료(루이보스 티) 제조,도매",1975-06-30
한화손해보험,370,보험업,손해보험,1975-06-30
NI스틸,8260,1차 철강 제조업,"스틸파이프,철강재임가공 제조,도매",1975-06-28
일동홀딩스,230,의약품 제조업,"의약품 제조,도매",1975-06-28
대동공업,490,특수 목적용 기계 제조업,"경운기,트랙터,이앙기,바인더,수확기(콤바인),농업용엔진 및 부품 제조,판매",1975-06-27
오리온홀딩스,1800,기타 금융업,자회사 관리 지주사업 등,1975-06-27
깨끗한나라,4540,"펄프, 종이 및 판지 제조업","펄프,판지원지,화장지 제조,수출입",1975-06-25
태원물산,1420,자동차 신품 부품 제조업,"자동차부품,워터펌프,인산정제석고,건축자재(불연내장재), 제조,수출입",1975-06-24
코오롱,2020,기타 금융업,지주회사,1975-06-23
